battle_id,winner_username,outcome_label,turns,player1_team_species,player2_team_species
battle-gen9randombattle-768,RuleBasedPlayer 1,RuleBasedPlayer,20,"['palafin', 'tatsugiristretchy', 'shiftry', 'eelektross', 'rhyperior', 'ditto']","['gougingfire', 'kingambit', 'flygon', 'snorlax', 'zacian', 'mausholdfour']"
battle-gen9randombattle-769,RuleBasedPlayer 1,RuleBasedPlayer,31,"['dragonite', 'arcanine', 'latias', 'electrodehisui', 'meloetta', 'fezandipiti']","['breloom', 'gumshoos', 'entei', 'passimian', 'flareon', 'gengar']"
battle-gen9randombattle-770,RuleBasedPlayer 1,RuleBasedPlayer,14,"['keldeoresolute', 'yanmega', 'conkeldurr', 'inteleon', 'copperajah', 'ursaring']","['medicham', 'probopass', 'mabosstiff', 'ampharos', 'mamoswine', 'raichualola']"
battle-gen9randombattle-771,RuleBasedPlayer 1,RuleBasedPlayer,53,"['arceusghost', 'haxorus', 'chansey', 'ironmoth', 'virizion', 'cloyster']","['mightyena', 'pyroar', 'wigglytuff', 'hoopa', 'pecharunt', 'jumpluff']"
battle-gen9randombattle-772,RuleBasedPlayer 1,RuleBasedPlayer,24,"['palkiaorigin', 'comfey', 'miraidon', 'scizor', 'golduck', 'pachirisu']","['chienpao', 'klawf', 'noctowl', 'bellossom', 'gengar', 'gogoat']"
battle-gen9randombattle-773,RuleBasedPlayer 1,RuleBasedPlayer,24,"['krookodile', 'pincurchin', 'tinglu', 'tinkaton', 'pelipper', 'leafeon']","['sandyshocks', 'hitmontop', 'tentacruel', 'hydreigon', 'ceruledge', 'gliscor']"
battle-gen9randombattle-774,RandomPlayer 1,RandomPlayer,49,"['kleavor', 'regirock', 'lilligant', 'florgesorange', 'zoroark', 'feraligatr']","['delibird', 'dragalge', 'hitmonlee', 'passimian', 'whimsicott', 'dachsbun']"
battle-gen9randombattle-775,RuleBasedPlayer 1,RuleBasedPlayer,26,"['fluttermane', 'giratina', 'copperajah', 'oinkolognef', 'latias', 'dedenne']","['okidogi', 'manaphy', 'venomoth', 'tinkaton', 'koraidon', 'mamoswine']"
battle-gen9randombattle-776,RuleBasedPlayer 1,RuleBasedPlayer,9,"['golemalola', 'gholdengo', 'ampharos', 'cacturne', 'sylveon', 'lokix']","['spectrier', 'espathra', 'delphox', 'cryogonal', 'ludicolo', 'azumarill']"
battle-gen9randombattle-777,RuleBasedPlayer 1,RuleBasedPlayer,27,"['cinccino', 'enamorustherian', 'victreebel', 'taurospaldeacombat', 'glaceon', 'regigigas']","['golduck', 'spiritomb', 'rabsca', 'torkoal', 'cloyster', 'meganium']"
battle-gen9randombattle-778,RuleBasedPlayer 1,RuleBasedPlayer,27,"['reshiram', 'copperajah', 'mienshao', 'overqwil', 'florgesorange', 'tauros']","['indeedee', 'leafeon', 'jirachi', 'crawdaunt', 'bombirdier', 'feraligatr']"
battle-gen9randombattle-779,RuleBasedPlayer 1,RuleBasedPlayer,25,"['leavanny', 'dragalge', 'pachirisu', 'yanmega', 'carbink', 'cinccino']","['okidogi', 'venomoth', 'whiscash', 'roaringmoon', 'blissey', 'garganacl']"
battle-gen9randombattle-780,RuleBasedPlayer 1,RuleBasedPlayer,47,"['floatzel', 'glimmora', 'annihilape', 'grimmsnarl', 'dedenne', 'wyrdeer']","['avalugg', 'pachirisu', 'indeedeef', 'dipplin', 'gougingfire', 'hippowdon']"
battle-gen9randombattle-781,RuleBasedPlayer 1,RuleBasedPlayer,40,"['raichualola', 'rayquaza', 'munkidori', 'staraptor', 'meowscarada', 'klefki']","['garganacl', 'hooh', 'dragapult', 'greninja', 'dunsparce', 'pecharunt']"
battle-gen9randombattle-782,RuleBasedPlayer 1,RuleBasedPlayer,36,"['gastrodoneast', 'lurantis', 'sceptile', 'qwilfishhisui', 'quaquaval', 'porygon2']","['landorus', 'mabosstiff', 'regice', 'blastoise', 'gyarados', 'camerupt']"
battle-gen9randombattle-783,RuleBasedPlayer 1,RuleBasedPlayer,58,"['oinkolognef', 'scyther', 'ceruledge', 'ursalunabloodmoon', 'luvdisc', 'raikou']","['luxray', 'tornadus', 'eternatus', 'weavile', 'leafeon', 'goodrahisui']"
battle-gen9randombattle-784,RandomPlayer 1,RandomPlayer,52,"['kilowattrel', 'porygon2', 'conkeldurr', 'orthworm', 'gurdurr', 'dachsbun']","['kyogre', 'sceptile', 'oranguru', 'exeggutoralola', 'camerupt', 'pelipper']"
battle-gen9randombattle-785,RuleBasedPlayer 1,RuleBasedPlayer,18,"['ironmoth', 'groudon', 'meloetta', 'rillaboom', 'espeon', 'pachirisu']","['jirachi', 'lanturn', 'meloetta', 'perrserker', 'kingdra', 'comfey']"
battle-gen9randombattle-786,RandomPlayer 1,RandomPlayer,29,"['gengar', 'fluttermane', 'miraidon', 'hatterene', 'hitmonchan', 'falinks']","['sandaconda', 'talonflame', 'samurotthisui', 'indeedeef', 'golurk', 'zoroarkhisui']"
battle-gen9randombattle-787,RuleBasedPlayer 1,RuleBasedPlayer,38,"['sawsbuckautumn', 'mausholdfour', 'sylveon', 'golem', 'passimian', 'medicham']","['lapras', 'ribombee', 'cobalion', 'brutebonnet', 'miraidon', 'gallade']"
battle-gen9randombattle-788,RuleBasedPlayer 1,RuleBasedPlayer,41,"['comfey', 'mamoswine', 'trevenant', 'hydrapple', 'slowkinggalar', 'banette']","['vileplume', 'kyurem', 'dragonite', 'toxicroak', 'registeel', 'garganacl']"
battle-gen9randombattle-789,RuleBasedPlayer 1,RuleBasedPlayer,16,"['glimmora', 'scyther', 'taurospaldeaaqua', 'grimmsnarl', 'cetitan', 'flygon']","['gallade', 'greninja', 'gumshoos', 'enamorustherian', 'landorus', 'entei']"
battle-gen9randombattle-790,RuleBasedPlayer 1,RuleBasedPlayer,35,"['tatsugiridroopy', 'mudsdale', 'leafeon', 'magnezone', 'brutebonnet', 'tyranitar']","['espathra', 'serperior', 'masquerain', 'chansey', 'samurott', 'mismagius']"
battle-gen9randombattle-791,RuleBasedPlayer 1,RuleBasedPlayer,127,"['taurospaldeablaze', 'chandelure', 'venomoth', 'tsareena', 'noctowl', 'azelf']","['politoed', 'screamtail', 'sylveon', 'noctowl', 'mabosstiff', 'kyogre']"
battle-gen9randombattle-792,RuleBasedPlayer 1,RuleBasedPlayer,25,"['toxicroak', 'tropius', 'seviper', 'incineroar', 'noctowl', 'calyrexshadow']","['hawlucha', 'groudon', 'deoxysattack', 'jumpluff', 'reshiram', 'magmortar']"
battle-gen9randombattle-793,RuleBasedPlayer 1,RuleBasedPlayer,34,"['hawlucha', 'oranguru', 'hoopaunbound', 'articuno', 'copperajah', 'ribombee']","['vileplume', 'greninja', 'infernape', 'ironjugulis', 'regidrago', 'slaking']"
battle-gen9randombattle-794,RuleBasedPlayer 1,RuleBasedPlayer,21,"['gardevoir', 'brambleghast', 'lumineon', 'screamtail', 'charizard', 'kingdra']","['suicune', 'komala', 'mabosstiff', 'clefable', 'pachirisu', 'azumarill']"
battle-gen9randombattle-795,RuleBasedPlayer 1,RuleBasedPlayer,33,"['electrode', 'smeargle', 'pincurchin', 'kleavor', 'latias', 'magearnaoriginal']","['scyther', 'vileplume', 'squawkabillyyellow', 'gengar', 'reuniclus', 'ironboulder']"
battle-gen9randombattle-796,RuleBasedPlayer 1,RuleBasedPlayer,34,"['infernape', 'drednaw', 'lanturn', 'meowstic', 'deoxys', 'arceusghost']","['azelf', 'ceruledge', 'whimsicott', 'gurdurr', 'luvdisc', 'salazzle']"
battle-gen9randombattle-797,RuleBasedPlayer 1,RuleBasedPlayer,35,"['miniorviolet', 'zebstrika', 'shiftry', 'volcanion', 'hydreigon', 'meloetta']","['pyroar', 'lapras', 'delphox', 'mienshao', 'terapagosterastal', 'veluza']"
battle-gen9randombattle-798,RuleBasedPlayer 1,RuleBasedPlayer,44,"['politoed', 'plusle', 'lycanrocmidnight', 'slowkinggalar', 'crabominable', 'zarudedada']","['volcarona', 'inteleon', 'palossand', 'skuntank', 'regidrago', 'regice']"
battle-gen9randombattle-799,RuleBasedPlayer 1,RuleBasedPlayer,19,"['armarouge', 'ironjugulis', 'solgaleo', 'tinglu', 'taurospaldeaaqua', 'pyroar']","['sudowoodo', 'cobalion', 'flareon', 'flapple', 'haxorus', 'hippowdon']"
battle-gen9randombattle-800,RuleBasedPlayer 1,RuleBasedPlayer,22,"['zapdosgalar', 'krookodile', 'ambipom', 'cinderace', 'inteleon', 'mismagius']","['espeon', 'greninja', 'archaludon', 'quagsire', 'tropius', 'gengar']"
battle-gen9randombattle-801,RuleBasedPlayer 1,RuleBasedPlayer,31,"['honchkrow', 'koraidon', 'appletun', 'glalie', 'kingambit', 'kyogre']","['bellibolt', 'hippowdon', 'blaziken', 'pachirisu', 'masquerain', 'mabosstiff']"
battle-gen9randombattle-802,RandomPlayer 1,RandomPlayer,68,"['smeargle', 'brutebonnet', 'archaludon', 'altaria', 'azumarill', 'volbeat']","['staraptor', 'reuniclus', 'zekrom', 'dachsbun', 'decidueyehisui', 'bronzong']"
battle-gen9randombattle-803,RandomPlayer 1,RandomPlayer,32,"['quagsire', 'carbink', 'arceusice', 'meganium', 'azumarill', 'ampharos']","['chandelure', 'sceptile', 'chesnaught', 'deoxysdefense', 'hippowdon', 'ariados']"
battle-gen9randombattle-804,RuleBasedPlayer 1,RuleBasedPlayer,33,"['lunala', 'vikavolt', 'typhlosion', 'spectrier', 'breloom', 'sunflora']","['rayquaza', 'slowkinggalar', 'dachsbun', 'thundurus', 'empoleon', 'sableye']"
battle-gen9randombattle-805,RandomPlayer 1,RandomPlayer,32,"['volbeat', 'meloetta', 'gothitelle', 'vileplume', 'tornadustherian', 'golduck']","['rhyperior', 'toxtricity', 'koraidon', 'miniorindigo', 'grimmsnarl', 'inteleon']"
battle-gen9randombattle-806,RandomPlayer 1,RandomPlayer,63,"['cobalion', 'suicune', 'rayquaza', 'entei', 'honchkrow', 'lycanrocmidnight']","['cresselia', 'latias', 'milotic', 'decidueyehisui', 'regirock', 'swanna']"
battle-gen9randombattle-807,RandomPlayer 1,RandomPlayer,32,"['lapras', 'dragapult', 'dragalge', 'zebstrika', 'froslass', 'diancie']","['ironthorns', 'alcremiesaltedcream', 'flapple', 'reuniclus', 'copperajah', 'lumineon']"
battle-gen9randombattle-808,RandomPlayer 1,RandomPlayer,38,"['whimsicott', 'kingambit', 'noivern', 'tatsugiridroopy', 'swalot', 'keldeoresolute']","['kilowattrel', 'mewtwo', 'mew', 'glimmora', 'persianalola', 'charizard']"
battle-gen9randombattle-809,RuleBasedPlayer 1,RuleBasedPlayer,22,"['deoxysspeed', 'mienshao', 'magcargo', 'shiftry', 'luxray', 'hydreigon']","['gumshoos', 'dragalge', 'mightyena', 'magcargo', 'rabsca', 'articunogalar']"
battle-gen9randombattle-810,RuleBasedPlayer 1,RuleBasedPlayer,26,"['bastiodon', 'dipplin', 'electivire', 'pawmot', 'haxorus', 'misdreavus']","['sneasler', 'taurospaldeablaze', 'salamence', 'blastoise', 'ampharos', 'arceusice']"
battle-gen9randombattle-811,RuleBasedPlayer 1,RuleBasedPlayer,41,"['reuniclus', 'galvantula', 'tinkaton', 'chimecho', 'mudsdale', 'clefable']","['salamence', 'seviper', 'klefki', 'girafarig', 'forretress', 'whimsicott']"
battle-gen9randombattle-812,RuleBasedPlayer 1,RuleBasedPlayer,18,"['lugia', 'polteageistantique', 'froslass', 'skarmory', 'golduck', 'brutebonnet']","['floatzel', 'salazzle', 'hitmonlee', 'tsareena', 'oricoriosensu', 'poliwrath']"
battle-gen9randombattle-813,RuleBasedPlayer 1,RuleBasedPlayer,47,"['duraludon', 'lapras', 'magearnaoriginal', 'toxapex', 'banette', 'hypno']","['camerupt', 'taurospaldeacombat', 'arceusgrass', 'greninja', 'gholdengo', 'dragalge']"
battle-gen9randombattle-814,RuleBasedPlayer 1,RuleBasedPlayer,25,"['ironjugulis', 'weezinggalar', 'rotomheat', 'torkoal', 'chesnaught', 'brambleghast']","['inteleon', 'solgaleo', 'rotomwash', 'grimmsnarl', 'meloetta', 'misdreavus']"
battle-gen9randombattle-815,RuleBasedPlayer 1,RuleBasedPlayer,28,"['volbeat', 'groudon', 'scyther', 'delphox', 'cacturne', 'empoleon']","['luvdisc', 'illumise', 'froslass', 'duraludon', 'flareon', 'chansey']"
battle-gen9randombattle-816,RuleBasedPlayer 1,RuleBasedPlayer,57,"['duraludon', 'wigglytuff', 'avalugg', 'okidogi', 'armarouge', 'swanna']","['slowkinggalar', 'politoed', 'zebstrika', 'spiritomb', 'morpeko', 'uxie']"
battle-gen9randombattle-817,RuleBasedPlayer 1,RuleBasedPlayer,35,"['plusle', 'palossand', 'emboar', 'kyogre', 'magnezone', 'ironleaves']","['gastrodon', 'toedscruel', 'pelipper', 'gallade', 'brutebonnet', 'ironcrown']"
battle-gen9randombattle-818,RuleBasedPlayer 1,RuleBasedPlayer,21,"['maushold', 'weavile', 'ogerponhearthflame', 'zebstrika', 'toucannon', 'bellossom']","['ironleaves', 'rabsca', 'klawf', 'kilowattrel', 'toucannon', 'gengar']"
battle-gen9randombattle-819,RandomPlayer 1,RandomPlayer,49,"['brutebonnet', 'annihilape', 'gumshoos', 'dragapult', 'politoed', 'zangoose']","['annihilape', 'mightyena', 'noctowl', 'shaymin', 'primarina', 'toxapex']"
battle-gen9randombattle-820,RuleBasedPlayer 1,RuleBasedPlayer,24,"['greedent', 'irontreads', 'azelf', 'wigglytuff', 'meganium', 'gengar']","['zebstrika', 'ironcrown', 'dunsparce', 'grumpig', 'azumarill', 'sandslash']"
battle-gen9randombattle-821,RuleBasedPlayer 1,RuleBasedPlayer,111,"['chesnaught', 'screamtail', 'arbok', 'bombirdier', 'exeggutoralola', 'arceus']","['pelipper', 'rampardos', 'regice', 'ampharos', 'kyogre', 'pecharunt']"
battle-gen9randombattle-822,RuleBasedPlayer 1,RuleBasedPlayer,24,"['greedent', 'barraskewda', 'arboliva', 'houndstone', 'alomomola', 'gothitelle']","['ironboulder', 'electivire', 'pikachuoriginal', 'delibird', 'grumpig', 'scizor']"
battle-gen9randombattle-823,RuleBasedPlayer 1,RuleBasedPlayer,20,"['flareon', 'mienshao', 'persian', 'landorus', 'mandibuzz', 'skuntank']","['breloom', 'scovillain', 'mienshao', 'magearna', 'slowbro', 'galvantula']"
battle-gen9randombattle-824,RuleBasedPlayer 1,RuleBasedPlayer,70,"['chienpao', 'regigigas', 'necrozmadawnwings', 'wyrdeer', 'basculegionf', 'regieleki']","['ironbundle', 'slitherwing', 'groudon', 'dachsbun', 'houndstone', 'lycanroc']"
battle-gen9randombattle-825,RandomPlayer 1,RandomPlayer,28,"['pelipper', 'oricoriopau', 'serperior', 'zangoose', 'mewtwo', 'perrserker']","['dunsparce', 'sudowoodo', 'poliwrath', 'pyroar', 'medicham', 'dragalge']"
battle-gen9randombattle-826,RuleBasedPlayer 1,RuleBasedPlayer,33,"['breloom', 'eiscuenoice', 'arceusbug', 'camerupt', 'polteageistantique', 'overqwil']","['zapdos', 'incineroar', 'kleavor', 'bastiodon', 'screamtail', 'hawlucha']"
battle-gen9randombattle-827,RuleBasedPlayer 1,RuleBasedPlayer,37,"['dedenne', 'dachsbun', 'ironhands', 'golduck', 'magmortar', 'mismagius']","['raichualola', 'vespiquen', 'typhlosion', 'golurk', 'kilowattrel', 'greedent']"
battle-gen9randombattle-828,RuleBasedPlayer 1,RuleBasedPlayer,35,"['lucario', 'lokix', 'bellossom', 'toucannon', 'umbreon', 'azumarill']","['kommoo', 'sandyshocks', 'vileplume', 'ironthorns', 'gurdurr', 'alcremierubycream']"
battle-gen9randombattle-829,RuleBasedPlayer 1,RuleBasedPlayer,19,"['sunflora', 'ludicolo', 'sandyshocks', 'honchkrow', 'meloetta', 'solgaleo']","['zekrom', 'heracross', 'braviaryhisui', 'hoopa', 'oricorio', 'rhydon']"
battle-gen9randombattle-830,RuleBasedPlayer 1,RuleBasedPlayer,17,"['zekrom', 'mightyena', 'espeon', 'mandibuzz', 'bellibolt', 'stonjourner']","['porygon2', 'gastrodoneast', 'lugia', 'glaceon', 'arcaninehisui', 'infernape']"
battle-gen9randombattle-831,RuleBasedPlayer 1,RuleBasedPlayer,40,"['wochien', 'manaphy', 'barraskewda', 'entei', 'umbreon', 'sunflora']","['pawmot', 'shiftry', 'braviaryhisui', 'walkingwake', 'screamtail', 'thundurus']"
battle-gen9randombattle-832,RuleBasedPlayer 1,RuleBasedPlayer,34,"['umbreon', 'plusle', 'sylveon', 'walkingwake', 'kilowattrel', 'sunflora']","['rotomwash', 'golurk', 'exeggutoralola', 'enamorustherian', 'glastrier', 'zangoose']"
battle-gen9randombattle-833,RuleBasedPlayer 1,RuleBasedPlayer,15,"['cacturne', 'swampert', 'talonflame', 'dudunsparce', 'sudowoodo', 'ribombee']","['floatzel', 'goodra', 'sudowoodo', 'virizion', 'reuniclus', 'infernape']"
battle-gen9randombattle-834,RuleBasedPlayer 1,RuleBasedPlayer,31,"['volcarona', 'staraptor', 'indeedeef', 'gallade', 'magearna', 'sylveon']","['basculin', 'uxie', 'duraludon', 'zapdosgalar', 'granbull', 'toucannon']"
battle-gen9randombattle-835,RandomPlayer 1,RandomPlayer,57,"['fluttermane', 'rillaboom', 'kyurem', 'slitherwing', 'cinderace', 'ditto']","['dachsbun', 'serperior', 'duraludon', 'bastiodon', 'delphox', 'barraskewda']"
battle-gen9randombattle-836,RuleBasedPlayer 1,RuleBasedPlayer,44,"['drifblim', 'hydreigon', 'arceuspoison', 'dragalge', 'galvantula', 'irontreads']","['cresselia', 'oranguru', 'charizard', 'dragalge', 'primarina', 'brutebonnet']"
battle-gen9randombattle-837,RuleBasedPlayer 1,RuleBasedPlayer,38,"['dusknoir', 'urshifurapidstrike', 'chandelure', 'ironboulder', 'arcanine', 'taurospaldeacombat']","['venusaur', 'taurospaldeaaqua', 'sableye', 'gumshoos', 'perrserker', 'pincurchin']"
battle-gen9randombattle-838,RandomPlayer 1,RandomPlayer,69,"['registeel', 'tinglu', 'feraligatr', 'ceruledge', 'dusknoir', 'honchkrow']","['klefki', 'alomomola', 'magcargo', 'toxapex', 'frosmoth', 'dudunsparcethreesegment']"
battle-gen9randombattle-839,RuleBasedPlayer 1,RuleBasedPlayer,13,"['dodrio', 'talonflame', 'emboar', 'minun', 'latios', 'sylveon']","['virizion', 'deoxysattack', 'lokix', 'suicune', 'vikavolt', 'poliwrath']"
battle-gen9randombattle-840,RuleBasedPlayer 1,RuleBasedPlayer,31,"['spectrier', 'spiritomb', 'victreebel', 'umbreon', 'talonflame', 'regirock']","['diancie', 'eiscuenoice', 'espeon', 'shiftry', 'reshiram', 'slowkinggalar']"
battle-gen9randombattle-841,RuleBasedPlayer 1,RuleBasedPlayer,29,"['dragalge', 'flapple', 'misdreavus', 'kleavor', 'whiscash', 'alomomola']","['ampharos', 'diancie', 'mimikyu', 'dondozo', 'swanna', 'scizor']"
battle-gen9randombattle-842,RuleBasedPlayer 1,RuleBasedPlayer,27,"['leavanny', 'ironcrown', 'volcarona', 'kyuremwhite', 'ragingbolt', 'jolteon']","['probopass', 'rhyperior', 'heracross', 'honchkrow', 'tinkaton', 'ogerpon']"
battle-gen9randombattle-843,RuleBasedPlayer 1,RuleBasedPlayer,21,"['medicham', 'regice', 'heracross', 'rabsca', 'pikachualola', 'porygon2']","['beartic', 'florgeswhite', 'delphox', 'mewtwo', 'toucannon', 'garchomp']"
battle-gen9randombattle-844,RuleBasedPlayer 1,RuleBasedPlayer,20,"['garchomp', 'ironhands', 'illumise', 'hypno', 'bronzong', 'chienpao']","['tyranitar', 'golemalola', 'slowbrogalar', 'farigiraf', 'swanna', 'conkeldurr']"
battle-gen9randombattle-845,RuleBasedPlayer 1,RuleBasedPlayer,46,"['porygonz', 'persian', 'palafinhero', 'hitmonchan', 'whiscash', 'hydreigon']","['palkia', 'honchkrow', 'smeargle', 'arbok', 'latios', 'dondozo']"
battle-gen9randombattle-846,RuleBasedPlayer 1,RuleBasedPlayer,26,"['rotomfrost', 'skeledirge', 'glalie', 'wigglytuff', 'crawdaunt', 'sneasler']","['taurospaldeacombat', 'magcargo', 'gallade', 'duraludon', 'glalie', 'miraidon']"
battle-gen9randombattle-847,RuleBasedPlayer 1,RuleBasedPlayer,45,"['dewgong', 'lumineon', 'wyrdeer', 'slaking', 'infernape', 'screamtail']","['chimecho', 'glalie', 'gyarados', 'deoxysdefense', 'overqwil', 'serperior']"
battle-gen9randombattle-848,RuleBasedPlayer 1,RuleBasedPlayer,25,"['coalossal', 'rotommow', 'victreebel', 'blastoise', 'metagross', 'pelipper']","['ludicolo', 'misdreavus', 'serperior', 'ironthorns', 'noctowl', 'mamoswine']"
battle-gen9randombattle-849,RuleBasedPlayer 1,RuleBasedPlayer,18,"['magcargo', 'bombirdier', 'vivilloncontinental', 'hariyama', 'wochien', 'mewtwo']","['empoleon', 'delibird', 'froslass', 'banette', 'hydreigon', 'hitmonchan']"
battle-gen9randombattle-850,RuleBasedPlayer 1,RuleBasedPlayer,23,"['conkeldurr', 'qwilfishhisui', 'flamigo', 'swanna', 'regieleki', 'torterra']","['lugia', 'regidrago', 'mew', 'qwilfishhisui', 'galvantula', 'basculegion']"
battle-gen9randombattle-851,RuleBasedPlayer 1,RuleBasedPlayer,44,"['hydreigon', 'groudon', 'dragonite', 'ironhands', 'volcanion', 'polteageistantique']","['sandaconda', 'greedent', 'jumpluff', 'baxcalibur', 'poliwrath', 'lumineon']"
battle-gen9randombattle-852,RandomPlayer 1,RandomPlayer,48,"['ludicolo', 'falinks', 'dipplin', 'smeargle', 'blastoise', 'gardevoir']","['tropius', 'tyranitar', 'farigiraf', 'raichu', 'oranguru', 'alcremielemoncream']"
battle-gen9randombattle-853,RuleBasedPlayer 1,RuleBasedPlayer,31,"['ironbundle', 'toucannon', 'leavanny', 'gholdengo', 'misdreavus', 'klefki']","['trevenant', 'hatterene', 'lanturn', 'eiscue', 'kricketune', 'reshiram']"
battle-gen9randombattle-854,RuleBasedPlayer 1,RuleBasedPlayer,39,"['tyranitar', 'landorustherian', 'clodsire', 'basculin', 'zoroark', 'galvantula']","['roaringmoon', 'venusaur', 'bronzong', 'pyroar', 'hitmonchan', 'magmortar']"
battle-gen9randombattle-855,RuleBasedPlayer 1,RuleBasedPlayer,35,"['koraidon', 'venusaur', 'rotomfan', 'suicune', 'carbink', 'malamar']","['ironjugulis', 'regice', 'magearna', 'florgeswhite', 'magmortar', 'tinglu']"
battle-gen9randombattle-856,RuleBasedPlayer 1,RuleBasedPlayer,37,"['klawf', 'hypno', 'meowsticf', 'ursaluna', 'barraskewda', 'gholdengo']","['raichualola', 'groudon', 'greedent', 'drednaw', 'zarude', 'dipplin']"
battle-gen9randombattle-857,RuleBasedPlayer 1,RuleBasedPlayer,14,"['mesprit', 'feraligatr', 'groudon', 'frosmoth', 'garchomp', 'regigigas']","['cinderace', 'brutebonnet', 'volcarona', 'krookodile', 'toxicroak', 'gholdengo']"
battle-gen9randombattle-858,RuleBasedPlayer 1,RuleBasedPlayer,21,"['groudon', 'vivillonsavanna', 'ursaluna', 'minun', 'clawitzer', 'revavroom']","['ceruledge', 'zapdosgalar', 'cobalion', 'ampharos', 'gumshoos', 'whimsicott']"
battle-gen9randombattle-859,RuleBasedPlayer 1,RuleBasedPlayer,21,"['ironjugulis', 'ludicolo', 'froslass', 'masquerain', 'victreebel', 'probopass']","['excadrill', 'comfey', 'lapras', 'flygon', 'arboliva', 'milotic']"
battle-gen9randombattle-860,RuleBasedPlayer 1,RuleBasedPlayer,35,"['empoleon', 'heatran', 'baxcalibur', 'swampert', 'mesprit', 'necrozma']","['probopass', 'mandibuzz', 'dragonite', 'polteageist', 'whiscash', 'zekrom']"
battle-gen9randombattle-861,RuleBasedPlayer 1,RuleBasedPlayer,17,"['gholdengo', 'mimikyubusted', 'avalugg', 'garganacl', 'hawlucha', 'vikavolt']","['roaringmoon', 'zoroarkhisui', 'palafinhero', 'glimmora', 'cobalion', 'veluza']"
battle-gen9randombattle-862,RuleBasedPlayer 1,RuleBasedPlayer,23,"['rotomwash', 'hitmonlee', 'mukalola', 'zaciancrowned', 'blastoise', 'wigglytuff']","['dewgong', 'typhlosion', 'slitherwing', 'florgeswhite', 'archaludon', 'sudowoodo']"
battle-gen9randombattle-863,RuleBasedPlayer 1,RuleBasedPlayer,33,"['latias', 'overqwil', 'houndoom', 'camerupt', 'basculin', 'milotic']","['gliscor', 'jirachi', 'hatterene', 'greedent', 'tsareena', 'overqwil']"
battle-gen9randombattle-864,RuleBasedPlayer 1,RuleBasedPlayer,19,"['azumarill', 'muk', 'pachirisu', 'rayquaza', 'serperior', 'magearna']","['ironboulder', 'spiritomb', 'ribombee', 'mewtwo', 'virizion', 'pachirisu']"
battle-gen9randombattle-865,RuleBasedPlayer 1,RuleBasedPlayer,30,"['meowsticf', 'wochien', 'sneasler', 'ironcrown', 'kingdra', 'emboar']","['hydrapple', 'floatzel', 'weezing', 'lanturn', 'serperior', 'chiyu']"
battle-gen9randombattle-866,RuleBasedPlayer 1,RuleBasedPlayer,48,"['regidrago', 'sunflora', 'spectrier', 'dunsparce', 'zangoose', 'glimmora']","['flareon', 'poliwrath', 'kyogre', 'regigigas', 'alcremierubycream', 'slowkinggalar']"
battle-gen9randombattle-867,RuleBasedPlayer 1,RuleBasedPlayer,27,"['articuno', 'heatran', 'miraidon', 'gholdengo', 'brambleghast', 'gastrodon']","['arceusflying', 'piloswine', 'eiscue', 'noctowl', 'regieleki', 'appletun']"
battle-gen9randombattle-868,RandomPlayer 1,RandomPlayer,35,"['meloetta', 'skarmory', 'misdreavus', 'medicham', 'krookodile', 'muk']","['honchkrow', 'camerupt', 'vivillongarden', 'eelektross', 'froslass', 'copperajah']"
battle-gen9randombattle-869,RuleBasedPlayer 1,RuleBasedPlayer,34,"['pikachusinnoh', 'moltres', 'slowkinggalar', 'leavanny', 'veluza', 'quagsire']","['gliscor', 'skeledirge', 'chimecho', 'trevenant', 'empoleon', 'rampardos']"
battle-gen9randombattle-870,RandomPlayer 1,RandomPlayer,21,"['walkingwake', 'suicune', 'dipplin', 'rampardos', 'ampharos', 'terrakion']","['qwilfish', 'lurantis', 'barraskewda', 'terrakion', 'glastrier', 'flapple']"
battle-gen9randombattle-871,RuleBasedPlayer 1,RuleBasedPlayer,29,"['raichu', 'staraptor', 'cacturne', 'tyranitar', 'golemalola', 'regidrago']","['dodrio', 'cinccino', 'zapdos', 'dipplin', 'chimecho', 'volbeat']"
battle-gen9randombattle-872,RandomPlayer 1,RandomPlayer,37,"['haxorus', 'dragapult', 'vileplume', 'grumpig', 'sandslashalola', 'fluttermane']","['uxie', 'ironbundle', 'blissey', 'swalot', 'mukalola', 'quaquaval']"
battle-gen9randombattle-873,RuleBasedPlayer 1,RuleBasedPlayer,16,"['virizion', 'arboliva', 'solgaleo', 'staraptor', 'greninja', 'misdreavus']","['ironvaliant', 'haxorus', 'cacturne', 'banette', 'cinccino', 'feraligatr']"
battle-gen9randombattle-874,RuleBasedPlayer 1,RuleBasedPlayer,32,"['volbeat', 'rillaboom', 'alomomola', 'decidueyehisui', 'skuntank', 'gastrodoneast']","['krookodile', 'araquanid', 'espeon', 'shiftry', 'spidops', 'blissey']"
battle-gen9randombattle-875,RuleBasedPlayer 1,RuleBasedPlayer,27,"['sableye', 'probopass', 'crawdaunt', 'rayquaza', 'sneasler', 'yanmega']","['swampert', 'heracross', 'cinderace', 'diancie', 'probopass', 'annihilape']"
battle-gen9randombattle-876,RuleBasedPlayer 1,RuleBasedPlayer,43,"['falinks', 'seviper', 'mabosstiff', 'conkeldurr', 'orthworm', 'zangoose']","['manaphy', 'swalot', 'girafarig', 'alcremiecaramelswirl', 'toucannon', 'minun']"
